tenure,MonthlyCharges,TotalCharges,SeniorCitizen,num_services,charges_per_service,has_family,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,risk_score,intervention
13,49.15,649.4,0,3,12.2875,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0.6393226,Contract Upgrade
1,20.8,20.8,0,0,20.8,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.60626733,Contract Upgrade
9,75.85,647.5,0,1,37.925,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.7649267,Contract Upgrade
3,69.6,207.4,0,0,69.6,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.69360024,Contract Upgrade
1,80.5,80.5,0,1,40.25,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.9028305,Contract Upgrade
12,73.75,871.4,0,0,73.75,1,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.6503769,Contract Upgrade
40,105.75,4228.55,0,4,21.15,1,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0.53573596,Fiber Bundle Discount
7,66.85,458.1,0,2,22.28333333333333,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.62391615,Contract Upgrade
3,90.4,268.45,0,3,22.6,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.6808691,Contract Upgrade
42,100.3,4222.95,0,3,25.075,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.7542746,Contract Upgrade
9,90.1,816.8,1,2,30.03333333333333,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.9062305,Contract Upgrade
46,85.0,3969.4,1,2,28.333333333333332,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.580041,Contract Upgrade
11,41.6,470.6,0,2,13.866666666666667,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,0.543766,Auto-Pay Migration
11,58.95,601.6,0,1,29.475,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.53574497,Contract Upgrade
7,48.2,340.35,1,1,24.1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.75515145,Contract Upgrade
28,81.05,2227.1,0,1,40.525,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6401321,Contract Upgrade
16,72.65,1194.3,0,0,72.65,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6592758,Contract Upgrade
7,71.05,472.65,0,0,71.05,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7979396,Contract Upgrade
5,64.0,370.25,0,2,21.333333333333332,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.73894465,Contract Upgrade
11,111.4,1183.05,1,5,18.566666666666666,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.8576099,Contract Upgrade
2,80.95,171.15,0,1,40.475,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.8582606,Contract Upgrade
23,84.25,1968.1,0,2,28.083333333333332,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.61228013,Contract Upgrade
8,69.7,572.85,1,0,69.7,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7120414,Contract Upgrade
2,55.3,108.65,0,1,27.65,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.8026143,Contract Upgrade
3,89.85,244.45,0,3,22.4625,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,0.8098996,Contract Upgrade
46,104.45,4863.85,1,4,20.89,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.6596124,Contract Upgrade
2,70.7,129.2,0,0,70.7,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7693167,Contract Upgrade
2,50.15,115.1,1,1,25.075,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7086911,Contract Upgrade
4,84.6,360.1,1,1,42.3,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.9254223,Contract Upgrade
4,105.65,443.9,0,5,17.608333333333334,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0.74313486,Fiber Bundle Discount
9,43.75,405.7,0,0,43.75,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.5691636,Contract Upgrade
22,89.4,2001.5,0,3,22.35,1,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.7015905,Contract Upgrade
33,80.6,2656.5,1,1,40.3,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6047868,Contract Upgrade
1,19.45,19.45,0,0,19.45,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.55897087,Contract Upgrade
22,80.15,1790.65,0,1,40.075,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6447301,Contract Upgrade
4,93.5,362.2,0,3,23.375,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0.93152004,Contract Upgrade
2,70.75,154.85,1,0,70.75,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.82387,Contract Upgrade
1,80.0,80.0,0,1,40.0,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.9255924,Contract Upgrade
4,29.65,118.5,0,1,14.825,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.79827416,Contract Upgrade
3,54.2,140.4,0,1,27.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.7444839,Contract Upgrade
45,86.1,3861.45,1,2,28.7,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.517616,Contract Upgrade
2,70.3,144.0,0,0,70.3,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7809948,Contract Upgrade
5,85.4,425.9,0,2,28.46666666666667,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,0.7968363,Contract Upgrade
2,42.6,72.4,0,3,10.65,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.89448524,Contract Upgrade
60,106.15,6411.25,0,4,21.23,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.71865505,Contract Upgrade
22,84.15,1821.95,0,1,42.075,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.53645813,Contract Upgrade
1,25.05,25.05,1,0,25.05,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.93212885,Contract Upgrade
3,41.15,132.2,1,2,13.716666666666667,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.93685853,Contract Upgrade
16,96.4,1581.2,1,2,32.13333333333333,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.86069316,Contract Upgrade
32,74.4,2276.95,1,1,37.2,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8401856,Contract Upgrade
1,48.75,48.75,0,1,24.375,1,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.7318002,Contract Upgrade
6,83.9,497.55,0,2,27.96666666666667,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.7429315,Contract Upgrade
1,50.75,50.75,0,1,25.375,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8396132,Contract Upgrade
1,19.3,19.3,0,0,19.3,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.5343432,Contract Upgrade
33,100.0,3320.6,0,3,25.0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.7632656,Contract Upgrade
4,74.35,265.35,0,0,74.35,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.90884477,Contract Upgrade
14,90.45,1266.1,1,2,30.150000000000002,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.6851939,Contract Upgrade
35,70.55,2419.0,1,0,70.55,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6746824,Contract Upgrade
8,95.65,778.1,0,2,31.883333333333336,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.87987256,Contract Upgrade
1,71.65,71.65,0,0,71.65,1,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8832423,Contract Upgrade
34,79.6,2718.3,1,1,39.8,1,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.5081627,Contract Upgrade
13,99.0,1301.7,0,3,24.75,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,0.80724543,Contract Upgrade
34,100.05,3480.0,0,3,25.0125,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.85391474,Contract Upgrade
9,99.3,918.75,0,3,24.825,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.96628064,Contract Upgrade
1,76.45,76.45,1,0,76.45,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.98296565,Contract Upgrade
1,19.75,19.75,0,0,19.75,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.5660598,Contract Upgrade
8,87.05,762.1,0,1,43.525,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.8796402,Contract Upgrade
47,106.4,5127.95,0,4,21.28,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.7621152,Contract Upgrade
3,96.6,291.9,0,2,32.199999999999996,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.96507984,Contract Upgrade
19,86.0,1532.45,0,1,43.0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.67318314,Contract Upgrade
1,69.9,69.9,0,0,69.9,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.9465889,Contract Upgrade
6,105.3,545.2,0,4,21.06,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.9185868,Contract Upgrade
22,90.5,1910.6,1,2,30.166666666666668,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0.6060359,Contract Upgrade
46,98.85,4564.9,1,3,24.7125,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.8670507,Contract Upgrade
16,75.4,1189.4,0,0,75.4,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.748758,Contract Upgrade
40,83.85,3532.25,0,1,41.925,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.58015877,Contract Upgrade
3,100.95,329.95,0,3,25.2375,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.95318395,Contract Upgrade
1,75.3,75.3,0,1,37.65,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.8404853,Contract Upgrade
15,79.4,1156.1,1,1,39.7,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.8681031,Contract Upgrade
3,85.3,264.8,0,1,42.65,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.9492695,Contract Upgrade
8,74.85,572.45,0,0,74.85,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.81454074,Contract Upgrade
5,48.65,235.2,0,1,24.325,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5236154,Contract Upgrade
2,50.3,92.75,0,1,25.15,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6011765,Contract Upgrade
30,100.2,2983.8,0,3,25.05,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.74613404,Contract Upgrade
1,52.2,52.2,0,1,26.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.8092916,Contract Upgrade
9,74.85,708.2,0,1,37.425,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.69955844,Contract Upgrade
6,80.5,463.05,0,1,40.25,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.7978224,Contract Upgrade
50,103.95,5231.3,0,4,20.79,1,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.67007864,Fiber Bundle Discount
41,53.95,2215.4,1,4,10.790000000000001,1,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.86490554,Contract Upgrade
4,50.8,202.3,0,1,25.4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.62065417,Contract Upgrade
3,75.85,256.6,0,0,75.85,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.80318075,Contract Upgrade
29,79.3,2414.55,1,1,39.65,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.7920201,Contract Upgrade
1,95.65,95.65,0,2,31.883333333333336,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.93890035,Contract Upgrade
9,79.75,769.1,0,1,39.875,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.7801922,Contract Upgrade
1,25.35,25.35,0,0,25.35,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7413821,Contract Upgrade
4,99.8,442.85,1,4,19.96,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.92682594,Contract Upgrade
38,74.95,2869.85,1,0,74.95,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7166014,Contract Upgrade
22,54.7,1178.75,0,2,18.233333333333334,1,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.51569176,Contract Upgrade
53,106.95,5785.5,0,4,21.39,0,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0.5072581,Fiber Bundle Discount
23,90.45,2117.25,1,2,30.150000000000002,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.7552316,Contract Upgrade
17,83.55,1329.15,0,2,27.849999999999998,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.7336217,Contract Upgrade
7,94.05,633.45,0,3,23.5125,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,0.8310078,Fiber Bundle Discount
1,50.05,50.05,0,0,50.05,1,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6374328,Contract Upgrade
3,75.5,220.6,0,0,75.5,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.91553813,Contract Upgrade
13,55.95,734.35,0,1,27.975,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.5036325,Contract Upgrade
1,79.15,79.15,0,1,39.575,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9595058,Contract Upgrade
4,90.65,367.95,0,2,30.21666666666667,0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.7661807,Contract Upgrade
1,53.5,53.5,0,1,26.75,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.84333605,Contract Upgrade
1,69.1,69.1,0,0,69.1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.9578264,Contract Upgrade
4,57.2,223.75,0,5,9.533333333333333,1,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,0.650941,Contract Upgrade
11,74.35,834.2,0,0,74.35,1,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.80233055,Contract Upgrade
6,90.75,512.25,0,2,30.25,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.95523584,Contract Upgrade
1,71.0,71.0,1,0,71.0,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8758346,Contract Upgrade
19,100.95,1875.55,0,3,25.2375,1,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0.6166395,Fiber Bundle Discount
26,85.75,2146.5,0,2,28.583333333333332,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.6609705,Contract Upgrade
1,84.85,84.85,0,2,28.28333333333333,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.9478574,Contract Upgrade
26,92.4,2349.8,0,3,23.1,0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.660774,Contract Upgrade
24,80.5,2088.45,1,1,40.25,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7896613,Contract Upgrade
22,100.05,2090.25,0,4,20.009999999999998,1,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,0.7883263,Fiber Bundle Discount
5,75.65,399.45,0,1,37.825,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.68527234,Contract Upgrade
1,78.8,78.8,0,1,39.4,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.95570076,Contract Upgrade
4,80.35,307.4,0,1,40.175,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.86372423,Contract Upgrade
12,84.6,959.9,0,3,21.15,1,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.56452656,Contract Upgrade
3,35.2,108.95,0,1,17.6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.76594734,Contract Upgrade
2,85.7,169.8,0,1,42.85,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.96483797,Contract Upgrade
6,84.4,556.35,0,2,28.133333333333336,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.8522756,Contract Upgrade
1,20.1,20.1,0,0,20.1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.8615865,Contract Upgrade
15,49.0,749.25,0,0,49.0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.779887,Contract Upgrade
40,79.2,3233.85,1,2,26.400000000000002,0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.6113117,Contract Upgrade
13,45.3,528.45,1,2,15.1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.8585456,Contract Upgrade
61,99.9,6241.35,0,3,24.975,1,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.78991395,Fiber Bundle Discount
10,54.25,583.0,0,2,18.083333333333332,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.5111653,Contract Upgrade
1,75.7,75.7,0,1,37.85,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.968947,Contract Upgrade
5,84.0,424.75,0,1,42.0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.91424197,Contract Upgrade
1,69.5,69.5,1,0,69.5,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.93341964,Contract Upgrade
6,78.95,494.95,0,2,26.316666666666666,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.762184,Contract Upgrade
34,106.35,3549.25,0,4,21.27,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.73357445,Contract Upgrade
46,108.65,4903.2,0,5,18.108333333333334,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.52951276,Fiber Bundle Discount
34,97.7,3410.0,0,3,24.425,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0.6522434,Contract Upgrade
27,78.05,2135.5,1,1,39.025,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.68696016,Contract Upgrade
2,75.55,166.3,0,0,75.55,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.91583836,Contract Upgrade
32,96.2,3183.4,0,3,24.05,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.63410866,Contract Upgrade
14,74.95,1036.75,1,0,74.95,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8571501,Contract Upgrade
4,73.9,280.85,0,1,36.95,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.85614204,Contract Upgrade
3,80.0,241.3,0,2,26.666666666666668,1,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.8142746,Contract Upgrade
56,100.55,5514.95,0,3,25.1375,1,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0.5909974,Fiber Bundle Discount
36,90.85,3186.7,1,2,30.28333333333333,0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.67946756,Contract Upgrade
7,74.4,527.9,1,0,74.4,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.87177175,Contract Upgrade
3,57.55,161.45,0,2,19.183333333333334,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.6628646,Contract Upgrade
3,25.25,58.9,0,0,25.25,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6624731,Contract Upgrade
1,19.75,19.75,0,0,19.75,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.5660598,Contract Upgrade
16,89.05,1448.6,0,2,29.683333333333334,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,0.5106341,Contract Upgrade
38,101.15,3956.7,0,3,25.2875,1,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.52256763,Contract Upgrade
18,50.3,913.3,0,0,50.3,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.51590794,Contract Upgrade
